BlockName,X,Y,Z,CODE,DESC,ELEV,ELEV2,NAME,NOTE,NOTE2,PNTS
Point-Underhill,897.897,1008.195,55.790,39.35,pavement,55.79,,,,,10308
Point-Underhill,901.167,1003.650,55.760,39.35,pavement,55.76,,,,,10307
Point-Underhill,903.771,1000.725,55.730,39.40.35,pavement,55.73,,,,,10306
Point-Underhill,903.938,1000.219,55.720,39.40.35,pavement,55.72,,,,,10305
Point-Underhill,904.674,999.892,55.790,39.40,pavement,55.79,,,,,10304
Point-Underhill,898.247,994.523,55.780,39.40,pavement,55.78,,,,,10303
Point-Underhill,893.373,990.643,55.600,39.40,pavement,55.60,,,,,10302
Point-Underhill,894.799,988.788,55.580,40,concrete,55.58,,,,,10300
Point-Underhill,901.230,993.932,55.730,40,concrete,55.73,,,,,10299
Point-Underhill,906.032,997.917,55.750,40,concrete,55.75,,,,,10298
Point-Underhill,838.466,1026.870,59.100,37,nat grnd,59.10,,,,,10296
Point-Underhill,841.490,1032.453,59.480,37,nat grnd,59.48,,,,,10295
Point-Underhill,847.131,1038.260,59.810,35,bot wall,59.81,,,,,10294
Point-Underhill,845.651,1038.826,60.250,37,nat grnd,60.25,,,,,10293
Point-Underhill,855.161,1043.935,59.380,52,hedge,59.38,,,,,10292
Point-Underhill,855.033,1044.741,59.410,35,bot wall,59.41,,,,,10291
Point-Underhill,854.031,1045.608,60.670,35,bot wall,60.67,,,,,10290
Point-Underhill,861.757,1050.259,59.300,35,bot wall,59.30,,,,,10289
Point-Underhill,861.021,1051.354,60.670,35,bot wall,60.67,,,,,10288
Point-Underhill,869.036,1056.529,59.330,35,bot wall,59.33,,,,,10287
Point-Underhill,868.482,1057.451,60.730,35,bot wall,60.73,,,,,10286
Point-Underhill,877.928,1063.783,59.360,35,bot wall,59.36,,,,,10285
Point-Underhill,880.213,1067.199,60.700,35,bot wall,60.70,,,,,10283
Point-Underhill,837.920,1032.705,60.070,37,nat grnd,60.07,,,,,10282
Point-Underhill,843.982,1038.297,60.380,37,nat grnd,60.38,,,,,10281
Point-Underhill,845.395,1040.252,60.470,37,nat grnd,60.47,,,,,10280
Point-Underhill,850.273,1043.490,60.630,37,nat grnd,60.63,,,,,10279
Point-Underhill,853.449,1046.425,60.600,37,nat grnd,60.60,,,,,10278
Point-Underhill,863.910,1054.968,60.640,37,nat grnd,60.64,,,,,10277
Point-Underhill,872.247,1061.541,60.680,37,nat grnd,60.68,,,,,10276
Point-Underhill,878.401,1066.570,60.660,37,nat grnd,60.66,,,,,10275
Point-Underhill,887.425,1074.183,60.650,37,nat grnd,60.65,,,,,10274
Point-Underhill,892.682,1077.959,60.770,37,nat grnd,60.77,,,,,10273
Point-Underhill,897.152,1081.204,60.770,37,nat grnd,60.77,,,,,10272
Point-Underhill,896.785,1081.437,60.750,37,nat grnd,60.75,,,,,10271
Point-Underhill,921.412,1099.757,59.730,35,bot wall,59.73,,,,,10235
Point-Underhill,918.969,1097.805,59.570,35,bot wall,59.57,,,,,10234
Point-Underhill,914.688,1094.283,59.450,35,bot wall,59.45,,,,,10233
Point-Underhill,910.757,1090.880,59.490,35,bot wall,59.49,,,,,10232
Point-Underhill,905.185,1086.333,59.440,35,bot wall,59.44,,,,,10231
Point-Underhill,900.475,1082.304,59.420,35,bot wall,59.42,,,,,10229
Point-Underhill,894.830,1077.729,59.410,35,bot wall,59.41,,,,,10228
Point-Underhill,890.152,1073.703,59.580,35,bot wall,59.58,,,,,10227
Point-Underhill,886.595,1070.868,59.530,35,bot wall,59.53,,,,,10226
Point-Underhill,885.774,1071.668,60.680,35,bot wall,60.68,,,,,10225
Point-Underhill,888.125,1073.688,60.770,35,bot wall,60.77,,,,,10222
Point-Underhill,892.758,1077.713,61.060,40,concrete,61.06,,,,,10219
Point-Underhill,893.630,1078.373,61.070,40,concrete,61.07,,,,,10218
Point-Underhill,896.944,1080.535,60.770,35,bot wall,60.77,,,,,10215
Point-Underhill,900.708,1083.946,60.690,35,bot wall,60.69,,,,,10214
Point-Underhill,907.957,1089.933,60.680,35,bot wall,60.68,,,,,10211
Point-Underhill,912.126,1092.310,60.610,40,concrete,60.61,,,,,10209
Point-Underhill,911.689,1092.679,60.670,40,concrete,60.67,,,,,10208
Point-Underhill,912.564,1092.625,60.610,40,concrete,60.61,,,,,10206
Point-Underhill,912.185,1093.201,60.650,40,concrete,60.65,,,,,10205
Point-Underhill,912.799,1093.786,60.660,35,bot wall,60.66,,,,,10204
Point-Underhill,920.819,1100.541,60.620,35,bot wall,60.62,,,,,10201
Point-Underhill,924.509,1103.700,60.440,35,bot wall,60.44,,,,,10200
Point-Underhill,924.825,1103.546,60.450,47.37,building,60.45,,,,,10199
Point-Underhill,921.071,1100.387,60.560,47.37,building,60.56,,,,,10198
Point-Underhill,962.156,1060.714,54.400,47,building,54.40,,,,,10194
Point-Underhill,962.970,1060.296,54.280,39.40,pavement,54.28,,,,,10193
Point-Underhill,963.240,1060.505,54.270,39.40.50,pavement,54.27,,,,,10192
Point-Underhill,961.257,1062.813,54.600,39.50,pavement,54.60,,,,,10191
Point-Underhill,958.445,1066.220,55.050,39.40.50,pavement,55.05,,,,,10190
Point-Underhill,957.293,1067.096,55.210,40,concrete,55.21,,,,,10189
Point-Underhill,958.113,1065.612,55.040,35.47,bot wall,55.04,,,,,10188
Point-Underhill,961.189,1065.572,54.820,41,curb,54.82,,,,,10186
Point-Underhill,961.342,1065.678,54.690,42,gutter,54.69,,,,,10185
Point-Underhill,968.026,1070.278,54.780,39,pavement,54.78,,,,,10184
Point-Underhill,963.049,1076.557,55.560,39,pavement,55.56,,,,,10183
Point-Underhill,957.092,1070.787,55.400,42,gutter,55.40,,,,,10180
Point-Underhill,956.948,1070.711,55.470,41,curb,55.47,,,,,10179
Point-Underhill,955.233,1069.032,55.480,35,bot wall,55.48,,,,,10178
Point-Underhill,952.308,1072.522,56.040,35,bot wall,56.04,,,,,10177
Point-Underhill,950.935,1071.384,56.300,35,bot wall,56.30,,,,,10176
Point-Underhill,954.165,1074.296,55.840,42,gutter,55.84,,,,,10174
Point-Underhill,954.019,1074.209,55.950,41.50,curb,55.95,,,,,10173
Point-Underhill,952.783,1073.228,55.960,51.50,crossover,55.96,,,,,10172
Point-Underhill,951.851,1073.166,56.100,51,crossover,56.10,,,,,10171
Point-Underhill,951.513,1073.381,56.160,51,crossover,56.16,,,,,10170
Point-Underhill,950.876,1075.204,56.150,39.51,pavement,56.15,,,,,10169
Point-Underhill,948.516,1074.711,56.240,39.40,pavement,56.24,,,,,10168
Point-Underhill,944.420,1071.252,56.230,39.40,pavement,56.23,,,,,10167
Point-Underhill,944.212,1069.666,56.260,39.40,pavement,56.26,,,,,10166
Point-Underhill,944.619,1068.856,56.240,39.40,pavement,56.24,,,,,10165
Point-Underhill,942.642,1067.189,56.240,39.40,pavement,56.24,,,,,10164
Point-Underhill,948.807,1071.084,56.320,40,concrete,56.32,,,,,10163
Point-Underhill,949.464,1067.062,56.360,50,sidewalk,56.36,,,,,10162
Point-Underhill,945.774,1066.137,56.280,40,concrete,56.28,,,,,10161
Point-Underhill,943.475,1079.558,56.310,39,pavement,56.31,,,,,10160
Point-Underhill,938.841,1084.793,56.340,39,pavement,56.34,,,,,10159
Point-Underhill,938.290,1079.774,56.210,39,pavement,56.21,,,,,10156
Point-Underhill,931.780,1073.382,56.190,39,pavement,56.19,,,,,10155
Point-Underhill,936.353,1054.409,56.350,39.OH,pavement,56.35,,,,,10153
Point-Underhill,932.488,1059.018,56.260,39.OH,pavement,56.26,,,,,10152
Point-Underhill,933.582,1060.888,56.250,39.PL,pavement,56.25,,,,,10151
Point-Underhill,926.429,1051.400,56.300,39,pavement,56.30,,,,,10150
Point-Underhill,928.860,1048.911,56.370,39,pavement,56.37,,,,,10149
Point-Underhill,933.612,1053.630,56.340,39,pavement,56.34,,,,,10148
Point-Underhill,938.005,1055.856,56.320,39.40,pavement,56.32,,,,,10147
Point-Underhill,934.762,1059.450,56.250,39.40,pavement,56.25,,,,,10146
Point-Underhill,938.998,1058.348,56.300,40,concrete,56.30,,,,,10145
Point-Underhill,936.223,1061.909,56.250,39.40,pavement,56.25,,,,,10144
Point-Underhill,944.261,1069.759,56.250,40,concrete,56.25,,,,,10143
Point-Underhill,946.799,1077.651,56.420,39,pavement,56.42,,,,,10142
Point-Underhill,946.375,1083.504,57.000,42,gutter,57.00,,,,,10141
Point-Underhill,946.596,1081.824,56.840,42,gutter,56.84,,,,,10140
Point-Underhill,945.865,1080.208,56.650,42,gutter,56.65,,,,,10139
Point-Underhill,945.820,1080.354,56.870,35.51,bot wall,56.87,,,,,10138
Point-Underhill,945.540,1084.830,57.140,42,gutter,57.14,,,,,10136
Point-Underhill,945.410,1084.695,57.250,51,crossover,57.25,,,,,10135
Point-Underhill,944.118,1083.633,57.270,51.50.39,crossover,57.27,,,,,10134
Point-Underhill,943.510,1083.190,57.240,51.35.39,crossover,57.24,,,,,10133
Point-Underhill,940.640,1086.697,57.680,39.35,pavement,57.68,,,,,10132
Point-Underhill,941.169,1087.201,57.730,50.39,sidewalk,57.73,,,,,10131
Point-Underhill,942.639,1088.299,57.620,42,gutter,57.62,,,,,10130
Point-Underhill,948.520,1093.729,57.820,39,pavement,57.82,,,,,10129
Point-Underhill,942.255,1101.387,58.810,39,pavement,58.81,,,,,10128
Point-Underhill,934.805,1097.774,58.840,42,gutter,58.84,,,,,10127
Point-Underhill,938.159,1093.705,58.320,42,gutter,58.32,,,,,10126
Point-Underhill,937.979,1093.583,58.410,51.41,crossover,58.41,,,,,10125
Point-Underhill,936.480,1092.856,58.510,51.50.39,crossover,58.51,,,,,10124
Point-Underhill,935.740,1092.602,58.590,51.35.39,crossover,58.59,,,,,10123
Point-Underhill,935.532,1092.441,58.590,51.35,crossover,58.59,,,,,10122
Point-Underhill,932.907,1095.573,58.920,51,crossover,58.92,,,,,10121
Point-Underhill,930.687,1098.647,59.110,35.39.51,bot wall,59.11,,,,,10120
Point-Underhill,931.078,1099.427,59.190,51.39,crossover,59.19,,,,,10119
Point-Underhill,932.155,1100.871,59.240,42,gutter,59.24,,,,,10118
Point-Underhill,932.132,1100.795,59.320,41.51,curb,59.32,,,,,10117
Point-Underhill,929.155,1104.360,59.740,41,curb,59.74,,,,,10116
Point-Underhill,929.278,1104.476,59.700,42,gutter,59.70,,,,,10115
Point-Underhill,937.470,1104.616,59.320,39,pavement,59.32,,,,,10114
Point-Underhill,928.519,1101.761,59.660,39,pavement,59.66,,,,,10111
Point-Underhill,927.863,1103.329,59.800,50.39,sidewalk,59.80,,,,,10110
Point-Underhill,927.211,1102.836,59.790,39.35,pavement,59.79,,,,,10109
Point-Underhill,927.688,1103.196,59.790,50.39,sidewalk,59.79,,,,,10108
Point-Underhill,924.643,1103.827,59.960,35,bot wall,59.96,,,,,10107
Point-Underhill,924.649,1103.865,59.960,35,bot wall,59.96,,,,,10106
Point-Underhill,925.710,1104.790,59.990,35,bot wall,59.99,,,,,10105
Point-Underhill,924.418,1106.387,60.260,35,bot wall,60.26,,,,,10104
Point-Underhill,924.788,1106.862,60.330,50,sidewalk,60.33,,,,,10103
Point-Underhill,926.215,1107.867,60.300,41,curb,60.30,,,,,10102
Point-Underhill,926.376,1107.999,60.160,42,gutter,60.16,,,,,10101
Point-Underhill,935.018,1112.753,60.140,39,pavement,60.14,,,,,10099
Point-Underhill,964.618,1061.395,54.250,41,curb,54.25,,,,,10097
Point-Underhill,964.776,1061.494,54.110,42,gutter,54.11,,,,,10096
Point-Underhill,975.193,1062.132,53.640,39,pavement,53.64,,,,,10095
Point-Underhill,969.648,1055.608,53.320,42,gutter,53.32,,,,,10094
Point-Underhill,969.505,1055.465,53.470,41,curb,53.47,,,,,10093
Point-Underhill,974.377,1049.853,52.710,41,curb,52.71,,,,,10090
Point-Underhill,974.166,1050.159,52.600,42,gutter,52.60,,,,,10089
Point-Underhill,975.538,1049.302,52.440,42,gutter,52.44,,,,,10088
Point-Underhill,975.474,1049.119,52.560,41,curb,52.56,,,,,10087
Point-Underhill,974.486,1045.734,52.370,50,sidewalk,52.37,,,,,10086
Point-Underhill,974.474,1049.751,52.690,50,sidewalk,52.69,,,,,10085
Point-Underhill,982.056,1040.600,51.400,50,sidewalk,51.40,,,,,10084
Point-Underhill,984.095,1042.297,51.380,40,concrete,51.38,,,,,10083
Point-Underhill,980.845,1046.395,51.860,42,gutter,51.86,,,,,10081
Point-Underhill,980.782,1046.362,52.010,41,curb,52.01,,,,,10080
Point-Underhill,981.995,1045.202,51.700,42,gutter,51.70,,,,,10077
Point-Underhill,981.842,1044.993,51.820,41,curb,51.82,,,,,10076
Point-Underhill,978.917,1032.232,50.630,39,pavement,50.63,,,,,10075
Point-Underhill,980.953,1036.599,51.010,40.39,concrete,51.01,,,,,10074
Point-Underhill,982.301,1034.977,50.790,40.39,concrete,50.79,,,,,10073
Point-Underhill,981.512,1034.332,50.760,40.39,concrete,50.76,,,,,10072
Point-Underhill,981.576,1037.088,51.130,47,building,51.13,,,,,10069
Point-Underhill,987.116,1037.742,50.620,42,gutter,50.62,,,,,10064
Point-Underhill,986.963,1037.717,50.650,51,crossover,50.65,,,,,10063
Point-Underhill,987.348,1035.671,50.530,41,curb,50.53,,,,,10062
Point-Underhill,987.541,1035.670,50.390,42,gutter,50.39,,,,,10061
Point-Underhill,987.448,1033.560,50.150,42,gutter,50.15,,,,,10060
Point-Underhill,987.303,1033.590,50.170,51,crossover,50.17,,,,,10059
Point-Underhill,986.900,1032.105,49.990,51,crossover,49.99,,,,,10058
Point-Underhill,987.086,1032.058,49.950,42,gutter,49.95,,,,,10057
Point-Underhill,985.782,1029.915,49.860,51,crossover,49.86,,,,,10052
Point-Underhill,984.439,1031.323,50.170,51,crossover,50.17,,,,,10051
Point-Underhill,985.082,1032.729,50.290,51,crossover,50.29,,,,,10050
Point-Underhill,985.524,1034.603,50.530,51,crossover,50.53,,,,,10049
Point-Underhill,985.343,1036.300,50.710,51,crossover,50.71,,,,,10048
Point-Underhill,984.820,1038.067,50.900,51,crossover,50.90,,,,,10047
Point-Underhill,983.967,1038.822,51.040,51,crossover,51.04,,,,,10046
Point-Underhill,986.022,1040.178,50.900,51,crossover,50.90,,,,,10045
Point-Underhill,990.253,1046.059,51.230,39,pavement,51.23,,,,,10044
Point-Underhill,989.108,1016.984,49.100,41,curb,49.10,,,,,10042
Point-Underhill,989.238,1016.755,48.890,42,gutter,48.89,,,,,10041
Point-Underhill,980.971,1009.923,48.750,42,gutter,48.75,,,,,10040
Point-Underhill,980.735,1010.114,48.950,41,curb,48.95,,,,,10039
Point-Underhill,974.261,1004.459,48.590,42,gutter,48.59,,,,,10037
Point-Underhill,974.074,1004.606,48.790,41,curb,48.79,,,,,10036
Point-Underhill,963.637,995.965,48.660,41,curb,48.66,,,,,10035
Point-Underhill,963.791,995.754,48.470,42,gutter,48.47,,,,,10034
Point-Underhill,955.933,989.621,48.500,41,curb,48.50,,,,,10032
Point-Underhill,956.104,989.414,48.290,42,gutter,48.29,,,,,10031
Point-Underhill,950.919,985.151,48.200,42,gutter,48.20,,,,,10030
Point-Underhill,950.710,985.362,48.390,41,curb,48.39,,,,,10029
Point-Underhill,949.748,986.541,48.380,41,curb,48.38,,,,,10028
Point-Underhill,949.563,986.729,48.200,42,gutter,48.20,,,,,10027
Point-Underhill,949.581,986.733,48.200,42,gutter,48.20,,,,,10026
Point-Underhill,949.793,986.562,48.370,41,curb,48.37,,,,,10025
Point-Underhill,952.913,990.114,48.490,41,curb,48.49,,,,,10024
Point-Underhill,952.714,990.290,48.310,42,gutter,48.31,,,,,10023
Point-Underhill,959.242,997.369,48.510,42,gutter,48.51,,,,,10022
Point-Underhill,959.417,997.170,48.680,41,curb,48.68,,,,,10021
Point-Underhill,968.413,1005.090,48.860,41,curb,48.86,,,,,10020
Point-Underhill,967.786,1004.929,48.700,42,gutter,48.70,,,,,10019
Point-Underhill,975.891,1011.585,48.880,42,gutter,48.88,,,,,10018
Point-Underhill,976.115,1011.433,49.040,41,curb,49.04,,,,,10017
Point-Underhill,986.002,1019.188,49.270,41,curb,49.27,,,,,10016
Point-Underhill,985.864,1019.459,49.100,42,gutter,49.10,,,,,10015
Point-Underhill,989.521,1021.139,49.140,42,gutter,49.14,,,,,10014
Point-Underhill,989.572,1020.874,49.290,41,curb,49.29,,,,,10013
Point-Underhill,991.994,1021.483,49.280,41,curb,49.28,,,,,10012
Point-Underhill,991.999,1021.676,49.100,42,gutter,49.10,,,,,10011
Point-Underhill,992.997,1021.922,49.100,42,gutter,49.10,,,,,10010
Point-Underhill,992.978,1021.611,49.270,41,curb,49.27,,,,,10009
Point-Underhill,993.586,1021.014,49.210,41,curb,49.21,,,,,10008
Point-Underhill,993.884,1021.022,49.020,42,gutter,49.02,,,,,10007
Point-Underhill,993.199,1020.017,48.990,42,gutter,48.99,,,,,10006
Point-Underhill,993.044,1020.244,49.180,41,curb,49.18,,,,,10005
Point-Underhill,991.376,1018.859,49.150,41,curb,49.15,,,,,10003
Point-Underhill,991.514,1018.567,48.950,42,gutter,48.95,,,,,10002
