BlockName,X,Y,Z,CODE,DESC,ELEV,ELEV2,NAME,NOTE,NOTE2,PNTS
Point-Underhill,970.797,1080.586,55.335,41,curb,55.335,,,,,20011
Point-Underhill,967.771,1084.254,55.800,41,curb,55.800,,,,,20011
Point-Underhill,964.746,1087.921,56.265,41,curb,56.265,,,,,20011
Point-Underhill,847.337,978.684,54.045,39,pavement,54.045,,,,,10510
Point-Underhill,843.907,982.834,54.660,39,pavement,54.660,,,,,10510
Point-Underhill,840.477,986.985,55.275,39,pavement,55.275,,,,,10510
Point-Underhill,833.523,995.401,56.434,39,pavement,56.434,,,,,10546
Point-Underhill,829.999,999.666,56.978,39,pavement,56.978,,,,,10546
Point-Underhill,826.474,1003.930,57.522,39,pavement,57.522,,,,,10546
Point-Underhill,822.950,1008.195,58.066,39,pavement,58.066,,,,,10546
Point-Underhill,819.426,1012.460,58.610,39,pavement,58.61,,,,,10546
Point-Underhill,885.620,932.294,46.371,42,gutter,47.30,,,,,10787
Point-Underhill,877.357,942.355,48.183,39,pavement,48.06,,,,,10435
Point-Underhill,988.073,1059.657,52.374,42,gutter,52.44,,,,,10088
Point-Underhill,949.025,1106.972,58.829,39,pavement,58.81,,,,,10128
Point-Underhill,955.319,1099.345,57.788,39,pavement,57.82,,,,,10129
Point-Underhill,1021.855,1018.789,49.020,42,gutter,49.02,,,,,10007
Point-Underhill,1009.414,1033.851,49.020,42,gutter,49.02,,,,,10007
Point-Underhill,1008.613,1034.821,49.100,42,gutter,49.10,,,,,10010
Point-Underhill,999.650,1045.672,50.390,42,gutter,50.39,,,,,10061
Point-Underhill,995.649,1050.516,51.230,39,pavement,51.23,,,,,10044
Point-Underhill,981.648,1067.465,53.640,39,pavement,53.64,,,,,10095
Point-Underhill,898.419,916.866,47.300,42,gutter,47.30,,,,,10788
Point-Underhill,959.536,967.329,48.130,42,gutter,48.13,,,,,10957
Point-Underhill,953.728,962.533,48.030,42,gutter,48.03,,,,,10947
Point-Underhill,951.308,960.536,47.970,42,gutter,47.97,,,,,10946
Point-Underhill,944.301,954.742,47.920,42,gutter,47.92,,,,,10805
Point-Underhill,931.409,944.105,47.540,42,gutter,47.54,,,,,10801
Point-Underhill,921.936,936.280,47.430,42,gutter,47.43,,,,,10795
Point-Underhill,913.931,929.675,47.300,42,gutter,47.30,,,,,10788
Point-Underhill,1001.464,1001.948,48.890,42,gutter,48.89,,,,,10041
Point-Underhill,993.194,995.119,48.750,42,gutter,48.75,,,,,10040
Point-Underhill,986.522,989.609,48.590,42,gutter,48.59,,,,,10037
Point-Underhill,976.021,980.940,48.470,42,gutter,48.47,,,,,10034
Point-Underhill,968.338,974.597,48.290,42,gutter,48.29,,,,,10031
Point-Underhill,963.162,970.323,48.200,42,gutter,48.20,,,,,10030
Point-Underhill,1006.912,1006.445,49.020,42,gutter,49.02,,,,,10007
Point-Underhill,1005.421,1005.215,48.990,42,gutter,48.99,,,,,10006
Point-Underhill,1003.707,1003.800,48.950,42,gutter,48.95,,,,,10002
Point-Underhill,873.082,947.528,49.040,42,gutter,49.04,,,,,10450
Point-Underhill,837.047,991.136,55.890,39,pavement,55.89,,,,,10510
Point-Underhill,850.767,974.533,53.430,39,pavement,53.43,,,,,10490
Point-Underhill,857.015,966.971,52.210,39,pavement,52.21,,,,,10472
Point-Underhill,864.552,957.850,50.750,39,pavement,50.75,,,,,10463
Point-Underhill,815.417,1017.312,58.890,42,gutter,58.89,,,,,10548
Point-Underhill,845.759,1042.310,60.590,37.BM,nat grnd,60.59,,,,,22054
Point-Underhill,944.399,1112.560,59.470,41,curb,59.47,,,,,20009
Point-Underhill,938.269,1119.957,60.460,41,curb,60.46,,,,,20008
Point-Underhill,921.882,1106.702,60.960,37,nat grnd,60.96,,,,,20022
Point-Underhill,961.720,1091.589,56.730,41,curb,56.73,,,,,20011
Point-Underhill,973.822,1076.918,54.870,41,curb,54.87,,,,,20019
Point-Underhill,975.984,1074.303,54.480,41,curb,54.48,,,,,20020
Point-Underhill,960.268,1093.348,56.970,41,curb,56.97,,,,,20010
Point-Underhill,888.741,1079.623,60.690,37.LEVEL,nat grnd,60.69,,,,,22061
Point-Underhill,881.434,1072.780,60.690,37.LEVEL,nat grnd,60.69,,,,,22062
Point-Underhill,873.918,1069.056,60.840,47,building,60.84,,,,,22056
Point-Underhill,874.195,1067.228,60.690,37.LEVEL,nat grnd,60.69,,,,,22063
Point-Underhill,861.731,1058.993,60.630,47,building,60.63,,,,,22058
Point-Underhill,865.092,1058.058,60.680,37.LEVEL,nat grnd,60.68,,,,,22066
Point-Underhill,854.365,1052.923,60.620,47,building,60.62,,,,,22059
Point-Underhill,859.103,1052.071,60.680,37.LEVEL,nat grnd,60.68,,,,,22064
Point-Underhill,849.435,1046.428,60.680,37.LEVEL,nat grnd,60.68,,,,,22065
Point-Underhill,940.605,999.794,49.940,52,hedge,49.94,,,,,10846
Point-Underhill,947.339,982.100,48.130,42,gutter,48.13,,,,,10957
Point-Underhill,947.181,982.383,48.320,41,curb,48.32,,,,,10956
Point-Underhill,946.585,983.305,48.310,42,gutter,48.31,,,,,10955
Point-Underhill,946.420,983.530,48.140,42,gutter,48.14,,,,,10954
Point-Underhill,940.143,977.858,48.030,42,gutter,48.03,,,,,10951
Point-Underhill,940.415,977.877,48.140,41,curb,48.14,,,,,10950
Point-Underhill,940.861,978.171,48.140,41,curb,48.14,,,,,10949
Point-Underhill,941.319,977.462,48.130,41,curb,48.13,,,,,10948
Point-Underhill,941.477,977.370,48.030,42,gutter,48.03,,,,,10947
Point-Underhill,939.040,975.394,47.970,42,gutter,47.97,,,,,10946
Point-Underhill,938.822,975.432,48.070,41,curb,48.07,,,,,10945
Point-Underhill,937.771,975.668,48.080,41,curb,48.08,,,,,10944
Point-Underhill,937.637,975.672,48.100,41,curb,48.10,,,,,10943
Point-Underhill,937.642,975.818,47.980,42,gutter,47.98,,,,,10942
Point-Underhill,939.134,1001.926,50.270,50,sidewalk,50.27,,,,,10940
Point-Underhill,940.529,1000.259,50.010,37,nat grnd,50.01,,,,,10939
Point-Underhill,940.376,1000.388,50.050,41.50,curb,50.05,,,,,10938
Point-Underhill,944.107,1003.141,49.980,37,nat grnd,49.98,,,,,10936
Point-Underhill,947.215,1005.724,50.230,41,curb,50.23,,,,,10935
Point-Underhill,961.609,1013.869,49.450,40,concrete,49.45,,,,,10933
Point-Underhill,961.198,1013.574,49.430,40,concrete,49.43,,,,,10932
Point-Underhill,960.701,1014.230,49.460,40,concrete,49.46,,,,,10931
Point-Underhill,961.076,1014.560,49.470,40,concrete,49.47,,,,,10930
Point-Underhill,952.034,1009.745,50.360,29.41,step,50.36,,,,,10929
Point-Underhill,952.704,1008.902,50.060,29,step,50.06,,,,,10928
Point-Underhill,954.795,1010.707,50.150,29,step,50.15,,,,,10927
Point-Underhill,954.827,1012.094,50.410,41,curb,50.41,,,,,10926
Point-Underhill,959.099,1018.388,50.470,50,sidewalk,50.47,,,,,10925
Point-Underhill,959.641,1016.022,50.310,37,nat grnd,50.31,,,,,10924
Point-Underhill,959.481,1016.156,50.450,41,curb,50.45,,,,,10923
Point-Underhill,945.105,1006.956,50.210,47,building,50.21,,,,,10917
Point-Underhill,966.591,1024.739,50.580,47,building,50.58,,,,,10916
Point-Underhill,981.568,1037.095,51.100,47,building,51.10,,,,,10915
Point-Underhill,971.364,1028.655,50.690,50,sidewalk,50.69,,,,,10914
Point-Underhill,973.334,1027.596,50.590,41,curb,50.59,,,,,10913
Point-Underhill,973.383,1027.464,50.430,37,nat grnd,50.43,,,,,10912
Point-Underhill,978.183,1031.444,50.560,37,nat grnd,50.56,,,,,10911
Point-Underhill,978.305,1031.571,50.670,50.41,sidewalk,50.67,,,,,10908
Point-Underhill,981.516,1034.383,50.780,50.50,sidewalk,50.78,,,,,10907
Point-Underhill,985.796,1029.715,49.860,41,curb,49.86,,,,,10906
Point-Underhill,986.048,1029.665,49.700,42,gutter,49.70,,,,,10905
Point-Underhill,984.076,1027.604,49.530,42,gutter,49.53,,,,,10904
Point-Underhill,983.884,1027.709,49.680,41,curb,49.68,,,,,10903
Point-Underhill,981.898,1026.715,49.590,41,curb,49.59,,,,,10902
Point-Underhill,981.921,1026.746,49.470,42,gutter,49.47,,,,,10901
Point-Underhill,979.947,1026.367,49.460,42,gutter,49.46,,,,,10900
Point-Underhill,979.995,1026.648,49.620,41,curb,49.62,,,,,10899
Point-Underhill,977.569,1026.354,49.660,41,curb,49.66,,,,,10898
Point-Underhill,977.639,1026.234,49.470,42,gutter,49.47,,,,,10897
Point-Underhill,975.649,1024.959,49.450,42,gutter,49.45,,,,,10896
Point-Underhill,975.538,1025.167,49.630,41,curb,49.63,,,,,10895
Point-Underhill,971.114,1021.552,49.570,41,curb,49.57,,,,,10893
Point-Underhill,970.977,1021.167,49.390,42,gutter,49.39,,,,,10892
Point-Underhill,970.935,1021.356,49.570,50,sidewalk,49.57,,,,,10891
Point-Underhill,970.295,1022.186,49.600,50,sidewalk,49.60,,,,,10890
Point-Underhill,966.859,1019.326,49.520,50,sidewalk,49.52,,,,,10887
Point-Underhill,967.625,1018.579,49.490,50,sidewalk,49.49,,,,,10886
Point-Underhill,962.460,1014.178,49.230,42,gutter,49.23,,,,,10883
Point-Underhill,961.612,1015.114,49.410,50,sidewalk,49.41,,,,,10882
Point-Underhill,961.221,1015.639,49.380,50,sidewalk,49.38,,,,,10877
Point-Underhill,956.905,1012.063,49.420,50,sidewalk,49.42,,,,,10876
Point-Underhill,957.324,1011.482,49.400,35.50,bot wall,49.40,,,,,10874
Point-Underhill,956.098,1010.457,49.380,35.50,bot wall,49.38,,,,,10870
Point-Underhill,955.851,1010.426,49.390,50.29,sidewalk,49.39,,,,,10869
Point-Underhill,952.727,1007.873,49.220,50.29,sidewalk,49.22,,,,,10868
Point-Underhill,952.592,1007.497,49.200,50,sidewalk,49.20,,,,,10865
Point-Underhill,952.371,1005.626,48.960,42,gutter,48.96,,,,,10863
Point-Underhill,952.214,1005.738,49.120,50,sidewalk,49.12,,,,,10862
Point-Underhill,951.387,1006.557,49.150,50,sidewalk,49.15,,,,,10861
Point-Underhill,950.987,1007.208,49.150,50,sidewalk,49.15,,,,,10857
Point-Underhill,946.676,1003.577,49.140,50,sidewalk,49.14,,,,,10856
Point-Underhill,947.087,1002.979,49.120,35.50,bot wall,49.12,,,,,10852
Point-Underhill,942.762,999.322,49.660,50,sidewalk,49.66,,,,,10849
Point-Underhill,941.582,999.438,49.820,50,sidewalk,49.82,,,,,10848
Point-Underhill,940.520,998.409,49.720,50,sidewalk,49.72,,,,,10843
Point-Underhill,943.132,998.115,49.620,50,sidewalk,49.62,,,,,10842
Point-Underhill,947.875,1002.140,49.090,50,sidewalk,49.09,,,,,10841
Point-Underhill,947.972,1002.094,48.960,42,gutter,48.96,,,,,10840
Point-Underhill,947.097,1001.290,49.000,41,curb,49.00,,,,,10839
Point-Underhill,946.889,1000.676,48.870,42,gutter,48.87,,,,,10838
Point-Underhill,946.265,998.750,48.810,42,gutter,48.81,,,,,10837
Point-Underhill,946.110,998.812,48.900,41,curb,48.90,,,,,10836
Point-Underhill,944.922,997.366,48.950,41,curb,48.95,,,,,10835
Point-Underhill,944.920,997.184,48.840,42,gutter,48.84,,,,,10834
Point-Underhill,941.457,997.513,49.370,42,gutter,49.37,,,,,10833
Point-Underhill,941.535,997.529,49.460,41,curb,49.46,,,,,10832
Point-Underhill,939.801,998.794,49.830,41.42,curb,49.83,,,,,10831
Point-Underhill,944.563,998.984,49.320,52,hedge,49.32,,,,,10830
Point-Underhill,943.238,998.191,49.390,52,hedge,49.39,,,,,10829
Point-Underhill,942.205,998.033,49.450,52,hedge,49.45,,,,,10828
Point-Underhill,945.399,997.447,48.800,52,hedge,48.80,,,,,10827
Point-Underhill,942.625,996.650,49.120,52,hedge,49.12,,,,,10826
Point-Underhill,944.102,995.449,48.820,39.45,pavement,48.82,,,,,10825
Point-Underhill,940.423,991.216,48.560,39.45,pavement,48.56,,,,,10824
Point-Underhill,936.037,987.637,48.470,39.45,pavement,48.47,,,,,10823
Point-Underhill,936.492,990.904,48.870,42,gutter,48.87,,,,,10822
Point-Underhill,936.266,990.998,49.060,41,curb,49.06,,,,,10821
Point-Underhill,936.128,989.133,48.810,41,curb,48.81,,,,,10820
Point-Underhill,936.345,989.131,48.630,42,gutter,48.63,,,,,10819
Point-Underhill,935.034,986.755,48.470,42,gutter,48.47,,,,,10818
Point-Underhill,934.904,986.835,48.580,41,curb,48.58,,,,,10817
Point-Underhill,929.952,982.722,48.500,41,curb,48.50,,,,,10816
Point-Underhill,930.087,982.650,48.360,42,gutter,48.36,,,,,10815
Point-Underhill,922.160,976.143,48.220,42,gutter,48.22,,,,,10814
Point-Underhill,939.909,976.154,48.070,41,curb,48.07,,,,,10811
Point-Underhill,939.909,976.183,48.070,41,curb,48.07,,,,,10810
Point-Underhill,939.920,976.114,47.980,42,gutter,47.98,,,,,10809
Point-Underhill,938.170,976.299,47.990,42,gutter,47.99,,,,,10808
Point-Underhill,938.241,976.286,48.080,41,curb,48.08,,,,,10807
Point-Underhill,932.040,969.592,47.920,42,gutter,47.92,,,,,10805
Point-Underhill,931.960,969.580,48.040,41,curb,48.04,,,,,10804
Point-Underhill,930.915,970.200,48.050,41,curb,48.05,,,,,10803
Point-Underhill,930.875,970.258,47.940,42,gutter,47.94,,,,,10802
Point-Underhill,919.190,958.903,47.540,42,gutter,47.54,,,,,10801
Point-Underhill,919.063,958.973,47.670,41,curb,47.67,,,,,10800
Point-Underhill,918.500,959.907,47.700,41,curb,47.70,,,,,10799
Point-Underhill,918.675,959.855,47.690,41,curb,47.69,,,,,10798
Point-Underhill,918.416,959.924,47.610,42,gutter,47.61,,,,,10797
Point-Underhill,909.675,951.130,47.430,42,gutter,47.43,,,,,10795
Point-Underhill,909.570,951.217,47.600,41,curb,47.60,,,,,10794
Point-Underhill,908.858,951.986,47.630,41,curb,47.63,,,,,10793
Point-Underhill,908.770,952.092,47.450,42,gutter,47.45,,,,,10792
Point-Underhill,902.226,945.085,47.470,41,curb,47.47,,,,,10789
Point-Underhill,902.298,945.042,47.300,42,gutter,47.30,,,,,10788
Point-Underhill,901.037,944.880,47.300,42,gutter,47.30,,,,,10787
Point-Underhill,901.062,944.910,47.450,41,curb,47.45,,,,,10786
Point-Underhill,901.520,945.975,47.500,41,curb,47.50,,,,,10785
Point-Underhill,901.476,946.031,47.310,42,gutter,47.31,,,,,10784
Point-Underhill,890.756,956.086,48.480,42,gutter,48.48,,,,,10782
Point-Underhill,894.670,955.863,48.080,42,gutter,48.08,,,,,10781
Point-Underhill,894.615,956.104,48.200,41,curb,48.20,,,,,10780
Point-Underhill,899.669,957.879,47.960,41,curb,47.96,,,,,10779
Point-Underhill,899.679,957.710,47.830,42,gutter,47.83,,,,,10778
Point-Underhill,905.634,962.458,47.890,42,gutter,47.89,,,,,10777
Point-Underhill,905.571,962.616,48.010,41,curb,48.01,,,,,10776
Point-Underhill,909.569,965.930,47.990,41,curb,47.99,,,,,10775
Point-Underhill,909.541,965.811,47.860,42,gutter,47.86,,,,,10774
Point-Underhill,916.292,971.341,48.090,42,gutter,48.09,,,,,10773
Point-Underhill,916.148,971.389,48.230,41,curb,48.23,,,,,10772
Point-Underhill,898.582,961.428,48.760,37,nat grnd,48.76,,,,,10771
Point-Underhill,893.870,961.944,49.320,50,sidewalk,49.32,,,,,10770
Point-Underhill,892.221,963.279,49.430,50,sidewalk,49.43,,,,,10769
Point-Underhill,889.581,961.032,49.390,50.39,sidewalk,49.39,,,,,10768
Point-Underhill,890.641,959.260,49.220,50,sidewalk,49.22,,,,,10767
Point-Underhill,890.236,958.232,49.050,50,sidewalk,49.05,,,,,10766
Point-Underhill,889.130,961.044,49.690,40,concrete,49.69,,,,,10763
Point-Underhill,888.613,960.649,49.690,40,concrete,49.69,,,,,10762
Point-Underhill,888.696,961.608,49.700,40,concrete,49.70,,,,,10761
Point-Underhill,876.119,975.426,51.940,39.35,pavement,51.94,,,,,10759
Point-Underhill,881.141,969.130,50.760,39.35,pavement,50.76,,,,,10758
Point-Underhill,884.057,965.893,50.250,39.35,pavement,50.25,,,,,10757
Point-Underhill,887.785,964.183,49.760,39.35,pavement,49.76,,,,,10756
Point-Underhill,890.966,964.030,49.490,39.35,pavement,49.49,,,,,10755
Point-Underhill,895.106,965.541,49.370,50.35.39,sidewalk,49.37,,,,,10753
Point-Underhill,899.188,968.947,49.430,50.35,sidewalk,49.43,,,,,10752
Point-Underhill,900.705,967.502,49.390,50,sidewalk,49.39,,,,,10751
Point-Underhill,901.190,967.191,49.290,52,hedge,49.29,,,,,10750
Point-Underhill,903.751,964.632,48.540,52,hedge,48.54,,,,,10749
Point-Underhill,907.943,967.499,48.450,52,hedge,48.45,,,,,10748
Point-Underhill,905.782,970.781,49.360,52,hedge,49.36,,,,,10747
Point-Underhill,905.782,970.779,49.360,52,hedge,49.36,,,,,10746
Point-Underhill,904.392,970.729,49.460,50,sidewalk,49.46,,,,,10745
